DOI,Volume,Issue,Pages,文献预览,年份,期刊,作者,摘要,标题,标题翻译,摘要翻译,摘要总结
https://doi.org/10.1016/j.tele.2014.11.002,32,3,486-503,https://doi.org/10.1016/j.tele.2014.11.002,2015,TELEMATICS AND INFORMATICS,"Tawfik, Hissam; Anya, Obinna","Building systems to enable knowledge sharing and decision support among clinicians across organizational and geographical boundaries is a complex but important task that lies at the core of the idea of telehealth. Practice-centered awareness has the potential to enhance the usability of cross-boundary clinical decision support systems by providing a shared context of work for decision support across organizational and geographical boundaries based on awareness of a clinician's work contexts and practice-related work activities, including local workarounds, non-explicit rules, improvisation strategies, institutional agenda and patients' needs. We present a multi-method evaluation of the practice-centered awareness features of CaDHealth. CaDHealth is a clinical decision support system that enables clinicians to construct awareness of one another's work activities and contexts across geographical and organizational boundaries based on three categories of work practice - ontological, stereotyped and situated work practices. Evaluation results indicate that incorporating practice-centered awareness features in telehealth systems results in better work coordination across organizational and geographical boundaries, leads to more effective cross-boundary clinical decision support, and enhances the perceived usefulness and adoption of telehealth and e-health applications. (C) 2014 Elsevier Ltd. All rights reserved.",Evaluating practice-centered awareness in cross-boundary telehealth decision support systems,评估跨界远程医疗决策支持系统中的实践中心意识,建立能够在组织和地理边界之间促使临床医生知识共享和决策支持的系统是一项复杂但重要的任务，正是这一理念构成了远程医疗的核心。以实践为中心的意识能够通过提供共享的工作背景来增强跨界临床决策支持系统的可用性，这一背景基于对临床医生工作环境和与实践相关的工作活动（包括当地的应对措施、非明文规则、即兴策略、机构议程以及患者需求）的意识。我们对CaDHealth的以实践为中心的意识特征进行了多方法评估。CaDHealth是一个临床决策支持系统，能够使临床医生基于三类工作实践——本体论、刻板印象和情境工作实践——构建对彼此工作活动和背景的意识。评估结果表明，在远程医疗系统中加入以实践为中心的意识特征，有助于更好地协调跨组织和地理边界的工作，推动更有效的跨界临床决策支持，提高远程医疗和电子健康应用的感知有用性和采纳率。,Tawfik和Anya（2015）通过多方法评估CaDHealth临床决策支持系统中的实践中心意识功能，强调跨组织和地理边界的知识共享与决策支持。研究表明，增强的实践中心意识可以改进协作，提高决策支持的有效性，并促进远程医疗和电子健康应用的接受度。
https://doi.org/10.1111/socf.12192,30,3,787-808,https://doi.org/10.1111/socf.12192,2015,SOCIOLOGICAL FORUM,"Daipha, Phaedra","This article elaborates the process of decision making in organizational environments characterized by disciplined improvisation. Building on an ethnography of forecasting operations at the National Weather Service, it introduces collage as a mediating concept between information bricolage and the forging of a decision. The concept of collage serves to (1) heuristically frame decision making as a process of assembling, appropriating, superimposing, juxtaposing, and blurring of information; and (2) externalize into digital practices of screenwork the cognitive labor of merging and distilling complex data into a provisionally coherent decision.",From Bricolage to Collage: The Making of Decisions at a Weather Forecast Office,从拼贴到拼合：气象预报办公室的决策制作,本文详细阐述了在以有序即兴创作为特征的组织环境中决策的过程。基于对国家气象局预测操作的民族志研究，文章提出了“拼贴”作为信息拼凑与决策形成之间的媒介概念。“拼贴”概念旨在 (1) 启发性地构建决策过程，将其视为信息的组装、占用、叠加、并置和模糊的过程；以及 (2) 将合并和提炼复杂数据为暂时一致决策的认知劳动外化为数字屏幕工作实践。,Daipha (2015) 通过对国家气象局预测操作的民族志研究，探讨了在有序即兴环境中的决策过程，引入“拼贴”概念作为信息拼装与决策形成之间的中介，说明决策过程为信息汇聚与整合的复杂劳动。
https://doi.org/10.1007/978-94-017-9891-4_1,,,3-17,https://doi.org/10.1007/978-94-017-9891-4_1,2015,NUCLEAR TERRORISM AND NATIONAL PREPAREDNESS,"Buddemeier, Brooke; Suski, Nancy","Preparedness activities for complex, technical hazards require a sound scientific basis integrated into appropriate guidelines and preparedness activities. The Federal Planning Guidance for Response to a Nuclear Detonation provides the strategy for response to an improvised nuclear device detonation and was built on an analytical framework of supporting science developed by national laboratories and other technical organizations. Recent advances in our understanding of the hazards posed by such an event includes detailed fallout predictions from the advanced suite of three-dimensional meteorology and plume/fallout models developed at Lawrence Livermore National Laboratory, including extensive global geographical and real-time meteorological databases to support model calculations.This is an updated case study of the analytic framework for disaster management being applied to response preparedness. The methodology and results, including visualization aids developed for response organizations, have greatly enhanced the community planning process through first-person points of view and description of the dynamic nature of the event.",Preparing for the Aftermath of a Nuclear Detonation; An Analytic Framework for Disaster Management,核爆炸后果的准备：灾难管理的分析框架,复杂技术灾害的应对准备活动需要建立在坚实的科学基础之上，并融入适当的指导方针和准备活动中。《应对核爆炸的联邦规划指导》提供了对即兴核装置爆炸响应的策略，该策略建立在由国家实验室和其他技术组织开发的支持科学的分析框架之上。我们对此类事件所带来的危害的理解最近取得了进展，包括劳伦斯利弗莫尔国家实验室开发的先进三维气象和羽流/沉降模型提供的详细沉降预测，这些模型整合了广泛的全球地理和实时气象数据库以支持模型计算。这是一个关于灾害管理分析框架应用于响应准备的更新案例研究。该方法论及其结果，包括为响应组织开发的可视化辅助工具，极大地增强了社区规划过程，通过第一人称视角和对事件动态特性的描述提供了支持。,Buddemeier和Suski（2015）基于对核爆炸应急响应的分析框架，利用劳伦斯利弗莫尔国家实验室的三维气象和落尘模型，更新了灾害管理的案例研究，发现先进的模型和可视化工具显著提升了应急准备和社区规划的有效性。
https://doi.org/10.1016/j.ress.2015.03.017,141,,83-91,https://doi.org/10.1016/j.ress.2015.03.017,2015,RELIABILITY ENGINEERING & SYSTEM SAFETY,"Mendonca, David; Wallace, William A.","The 2001 World Trade Center attack resulted in widespread and highly non-routine failures to critical infrastructure systems. An immediate priority following the attack was the restoration of electric power in lower Manhattan. A study of the organization responsible for conducting this restoration is here presented in order to provide a productive critique of factors theorized by Woods (2006) [1] to affect organizational resilience. Data sources include logs of the behavior of the electric power infrastructure and extensive interviews with personnel at various levels of the organization. The conclusions of the analysis are used to frame a refined set of factors that shape organizational resilience, and to provide observations on the processes that underlie how organizations achieve or fail to achieve the potential for resilience. (C) 2015 Elsevier Ltd. All rights reserved.",Factors underlying organizational resilience: The case of electric power restoration in New York City after 11 September 2001,影响组织韧性的因素：以2001年9月11日后纽约市电力恢复为例,2001年世贸中心袭击导致关键基础设施系统广泛且高度非例行的故障。袭击后，恢复下曼哈顿的电力成为一项迫切任务。本文展示了负责进行这项恢复工作的组织的研究，旨在对Woods（2006）理论中影响组织韧性的因素进行有建设性的批判。数据来源包括电力基础设施的行为日志以及对组织各级人员的广泛访谈。分析的结论用于构建一组精炼的因素，塑造组织韧性，并提供对组织如何实现或未能实现韧性潜力的过程的观察。（C）2015年爱思唯尔有限公司版权所有。,Mendonca和Wallace（2015）基于对2001年世贸中心袭击后电力恢复组织的研究，使用了电力基础设施的行为日志和人员访谈数据，得出结论，提出了影响组织韧性的因素，并观察了组织实现或未能实现韧性的过程。
,,,367-373,,2015,2015 IEEE AUTOTESTCON,"Alp, Orkun; Erdem Kilic, Ozden; Ayvalik, Ali; Savas, Zafer","ASELSAN Inc. has developed an automated test equipment (ATE) for its own design mobile and manpack RCIED (Remote Controlled Improvised Explosive Device) Jammer Systems exported in the scope of technology transfer. This ATE has an ability to test not only the jammer systems but also their line replaceable units (LRUs) and shop replaceable units (SRUs) for intermediate (I-level) maintenance and also ones manufactured in the production line by way of the technology transfer. It eliminates the additional necessity of organizational (O-level) maintenance. LRUs to be tested are the parts such as power amplifiers, couplers, diplexers, remote control units, batteries and antennas. There are also SRUs available such as power supply boards and channel sweeping signal generator boards.In this paper, the hardware and software architecture of the developed ATE and its project special implementation is evaluated. In particular new designed ATE units by ASELSAN, hardware independency of ATE, minimum level of test operator intervention, ease of usage, safety precautions are emphasized. Pros and cons of the designed ATE, and finally the maintainability, reliability and sustainability of such ATE are also discussed.",ATE Design And Development For I-Level Maintenance And Production Line Of RCIED Jammer Systems,RCIED干扰系统的I级维护和生产线的ATE设计与开发,ASELSAN公司开发了一种自动测试设备（ATE），用于其自行设计的移动和手持RCIED（遥控简易爆炸装置）干扰器系统，并在技术转让的范围内进行出口。该ATE不仅能测试干扰器系统，还能测试其线性可更换单元（LRUs）和商店可更换单元（SRUs），以满足中级（I级）维护的需求，以及通过技术转让方式在生产线上制造的设备。它消除了对组织级（O级）维护的额外需求。待测试的LRUs包括功率放大器、耦合器、双工器、遥控单元、电池和天线等部件。此外，还有电源板和通道扫描信号发生器板等SRUs可供使用。本文评估了所开发ATE的硬件和软件架构及其项目特别实施情况。特别强调了ASELSAN新设计的ATE单元、ATE的硬件独立性、测试操作员干预的最小化、使用的简便性和安全预防措施。还讨论了所设计ATE的优缺点，以及该ATE的可维护性、可靠性和可持续性。,Alp等人（2015）开发了一种自动测试设备（ATE）用于其移动和人包式RCIED干扰器系统的测试，该设备支持中级维护并能够替代部分组织维护。研究评估了ATE的硬件和软件架构，强调了其硬件独立性、易用性和安全性，并讨论了其可维护性和可靠性。
https://doi.org/10.1057/jors.2015.31,67,3,378-392,https://doi.org/10.1057/jors.2015.31,2016,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,"Jessop, Alan; Parker, David; Temple, John","Groups within organisations learn from experience. The learning experience may itself be enough to help a decision and may also be codified into a knowledge base for use at another time. A modular structure, called a Pattern Language, provides both a base for recording this knowledge and also a format for the debriefing of experience to gain that knowledge. The modularity means that the modules, or prototypes of them, may be imported from other applications so speeding the process and encouraging the transfer of good practices. Two applications, in process engineering in a chemical company and strategy formation in a small charity, are given, which demonstrate the use of donor patterns as means of importing knowledge and stimulating learning. Although the circumstances of the two cases are quite different the processes are similar in duration and structure, suggesting a model for future application.",Donor patterns: a modular structure for sharing knowledge,捐赠模式：知识共享的模块化结构,组织内部的群体通过经验学习。学习经验本身可能足以帮助做出决策，并且还可以被整理成知识库，以供未来使用。一种称为模式语言的模块化结构，既提供了记录这些知识的基础，也为经验的总结提供了一种格式，以获取这些知识。模块化的特点意味着这些模块，或其原型，可以从其他应用中导入，从而加快过程并促进良好实践的转移。文中给出了两个应用案例，分别是在一家化工公司的过程工程和一个小型慈善组织的战略形成，这些案例展示了捐赠者模式作为知识导入和促进学习的手段。尽管这两个案例的情况截然不同，但其过程在持续时间和结构上相似，这为未来的应用提出了一种模型。,Jessop、Parker和Temple（2016）通过案例研究分析了组织内群体如何通过经验学习，并提出了一种模块化的“模式语言”结构用于知识记录和经验总结，强调了促进知识转移与良好实践的必要性，展示了其在化工和慈善机构中的应用。
https://doi.org/10.1016/j.infsof.2016.03.001,75,,1-16,https://doi.org/10.1016/j.infsof.2016.03.001,2016,INFORMATION AND SOFTWARE TECHNOLOGY,"Bass, Julian M.","Context: Large-scale offshore software development programmes are complex, with challenging deadlines and a high risk of failure. Agile methods are being adopted, despite the challenges of coordinating multiple development teams. Agile processes are tailored to support team coordination. Artefacts are tangible products of the software development process, intended to ensure consistency in the approach of teams on the same development programme.Objective: This study aims to increase understanding of how development processes are tailored to meet the needs of large-scale offshore software development programmes, by focusing on artefact inventories used in the development process.Method: A grounded theory approach using 46 practitioner interviews, supplemented with documentary sources and observations, in nine international companies was adopted. The grounded theory concepts of open coding, memoing, constant comparison and saturation were used in data analysis.Results: The study has identified 25 artefacts, organised into five categories: feature, sprint, release, product and corporate governance. It was discovered that conventional agile artefacts are enriched with artefacts associated with plan-based methods in order to provide governance. The empirical evidence collected in the study has been used to identify a primary owner of each artefact and map each artefact to specific activities within each of the agile roles.Conclusion: The development programmes in this study create agile and plan-based artefacts to improve compliance with enterprise quality standards and technology strategies, whilst also mitigating risk of failure. Management of these additional artefacts is currently improvised because agile development processes lack corresponding ceremonies. (C) 2016 Elsevier B.V. All rights reserved.",Artefacts and agile method tailoring in large-scale offshore software development programmes,大规模离岸软件开发项目中的工件与敏捷方法调整,"背景：大规模离岸软件开发项目复杂，面临严峻的截止日期和高失败风险。尽管协调多个开发团队存在挑战，敏捷方法仍在被采纳。敏捷流程旨在支持团队协调。工件是软件开发过程中的有形产物，旨在确保参与同一开发项目的团队在方法上的一致性。  
目的：本研究旨在加深对如何调整开发流程以满足大规模离岸软件开发项目需求的理解，重点关注开发过程中使用的工件清单。  
方法：采用扎根理论的方法，通过对九家国际公司的46位从业者进行访谈，辅以文献资料和观察。数据分析中运用了开放编码、备忘、持续比较和饱和的扎根理论概念。  
结果：研究识别了25种工件，分为五类：功能、冲刺、发布、产品和企业治理。发现传统敏捷工件与基于计划的方法相关的工件相结合，以提供治理支持。本研究收集的实证证据用于确定每个工件的主要负责人，并将每个工件映射到各个敏捷角色中的特定活动。  
结论：本研究中的开发项目创建了敏捷和基于计划的工件，以提高对企业质量标准和技术战略的遵从性，同时降低失败风险。由于敏捷开发流程缺乏相应的仪式，这些额外工件的管理目前仍在即兴进行。",Bass（2016）采用扎根理论方法，通过对九家国际公司的46名从业者的访谈及文献观察，研究了大型离岸软件开发中的工件清单，发现了25种工件并将其分为五类，揭示了传统敏捷工件如何与计划驱动方法结合，以提高企业质量标准的合规性并降低失败风险。
https://doi.org/10.1016/j.eswa.2016.01.058,57,,345-355,https://doi.org/10.1016/j.eswa.2016.01.058,2016,EXPERT SYSTEMS WITH APPLICATIONS,"Navarro, Maria; Manuel Corchado, Juan; Demazeau, Yves","Many music students today experience difficulties in composing melodies without a prior harmonical guide. While harmony can be helpful in creating a melody the generation of harmony is challenging due to the many factors that must be taken into account, such as style, harmonic functions, musical consonance or aesthetics. Although various solutions have been proposed in the past, our study employs a different expert solution based on virtual organizations to make musical harmonies, which can assist novice improvisers and/or composers. The virtual organizations are implemented with Multi-Agent System (MAS) using PANGEA (Platform for Automatic coNstruction of orGanizations of intElligent Agents), a platform to develop different multiagent systems. The main goal is to simulate an expert multiagent system that can compose harmony following specific rules. To do so, the Harmony Search Algorithm is implemented as the main behavior of the composer agent, and adapted to a Belief-Desire-Intention architecture. The application of a VO has not been previously used in the development of this kind of expert system in music. We measured the quality of the music obtained, by minimizing a mathematical function. Additionally, we developed an evaluation test that positively validates the musical results from the perspective of consonance and usefulness of the composers. (C) 2016 Elsevier Ltd. All rights reserved.",MUSIC-MAS: Modeling a harmonic composition system with virtual organizations to assist novice composers,MUSIC-MAS：利用虚拟组织建模和谐音乐创作系统以协助新手作曲家,许多音乐学生在没有先前和声指导的情况下，创作旋律时面临困难。虽然和声对创作旋律有帮助，但由于需要考虑多种因素如风格、和声功能、音乐的协调性或美学，和声的生成却具有挑战性。尽管过去提出了各种解决方案，我们的研究采用了一种基于虚拟组织的不同专家解决方案来进行音乐和声创作，能够帮助初学者即兴演奏者和/或作曲家。虚拟组织通过多智能体系统（MAS）实现，采用PANGEA（智能体组织自动构建平台），这是一个开发不同多智能体系统的平台。主要目标是模拟一个专家多智能体系统，能够根据特定规则创作和声。为此，和声搜索算法被作为作曲者智能体的主要行为实现，并适应于信念-愿望-意图架构。在音乐领域，这种虚拟组织的应用在开发此类专家系统中尚属首次。我们通过最小化数学函数来测量所获得音乐的质量。此外，我们还开发了一项评估测试，从协调性和作曲者的实用性角度，积极验证了音乐结果。（C）2016 Elsevier Ltd. 保留所有权利。,Navarro等（2016）基于PANGEA平台，利用多智能体系统设计专家系统，应用和声搜索算法生成和声，以帮助音乐新手作曲，并通过数学函数评估音乐质量，验证其在音韵和实用性方面的效果。
https://doi.org/10.1007/s12124-015-9338-y,50,3,401-419,https://doi.org/10.1007/s12124-015-9338-y,2016,INTEGRATIVE PSYCHOLOGICAL AND BEHAVIORAL SCIENCE,"Talamo, Alessandra; Mellini, Barbara; Camilli, Marco; Ventura, Stefano; Di Lucchio, Loredana","The aim of the paper is to contribute to the definition and analysis of the access to the field (Feldman et al. 2003) through an inter-organizational perspective. The paper discusses a case study on the access of a researcher to a hospital department where both organizations and actors are shown as actively constructing the research site. Both researcher and participants are described in terms of work organizations originally engaged in parallel systems of activity. Dynamics of negotiation tied the different actors' activities in a new activity system where researcher and participants concur to the effectiveness of both organizations (i.e., the research and the hospital ward). An Activity Theory perspective (Leont'ev 1978) is used with the aim of focusing the analysis on the activities in charge to the different actors. The approach adopted introduces the idea that, from the outset, research is made possible by a process of co-construction that works through the development of a completely new and shared work space arising around the encounter between researchers and participants. It is the balance between improvised actions and the co-creation of boundary objects (Star and Griesemer 1989), which makes interlacement possible between the two activity systems. The concept of knotworking (Engestrom 2007a) is adopted to interpret specific actions by both organizations and actors intended to build a knot of activities whereby the new research system takes place.",An Organizational Perspective to the Creation of the Research Field,从组织的视角看研究领域的创造,本文旨在通过跨组织视角对领域准入的定义和分析作出贡献（Feldman等，2003）。论文讨论了一个关于研究者进入医院科室的案例研究，其中展示了组织和参与者如何积极构建研究场所。研究者和参与者在最初参与平行活动系统的工作组织中进行了描述。谈判的动态将不同参与者的活动联系在一个新的活动系统中，在该系统中，研究者和参与者共同促进了两个组织的有效性（即研究机构和医院病房）。本文采用活动理论视角（Leont'ev 1978），旨在将分析聚焦于不同参与者所承担的活动。所采用的方法引入了这样一种观点：从一开始，研究通过一种共建的过程而成为可能，该过程是在研究者与参与者之间的相遇中发展出一个全新且共享的工作空间。即兴行动与边界物的共同创造（Star和Griesemer 1989）之间的平衡，使得两个活动系统之间的相互交织成为可能。为了理解两个组织和参与者所进行的特定行动，采用了结工作（knotworking）的概念（Engestrom 2007a），旨在构建一个活动的结点，从而使新的研究系统得以形成。,Talamo等（2016）通过案例研究分析了研究者与医院部门的互动，采用活动理论视角探讨了在不同组织间共同构建研究空间的过程，揭示了研究和医院组织之间的动态协作及其对研究有效性的促进作用。
https://doi.org/10.3390/su8050444,8,5,444,https://doi.org/10.3390/su8050444,2016,SUSTAINABILITY,"Le Roux, Catherine; Pretorius, Marius","Sustainability is an essential theme for business. In order to compete, strategies need to be improvised and efficient and effective decisions need to be made for improved sustainability performance. Despite management's apparent knowledge of this, it appears that challenges persist with sustainability's embeddedness in decision-making and its implementation in practice. In this study we propose a metaphor applying an integrative view of sustainability as support for management. We offer six antecedents of sustainability embeddedness in decision-making that contribute to building and confirming theory, and also provide a better understanding of current practice around sustainability embeddedness so that strategies can be developed for improved sustainability performance. Employees on all management levels in a stock exchange listed company provided rich empirical data for the study. Through the analysis of data in a case study, antecedents were inductively identified, conceptualized, and presented as using descriptive labels, namely: A True North Destinationa vision of sustainability embeddedness; Mountainsthree obstacles; Fogconfusion and complexity; Myopiashortsightedness; Navigation Necessitiesrequirements for the journey; and finally, the Chosen Teamselected stakeholders. Sustainability embeddedness was found to be dependent on leadership, the strategy message and structures, performance measures, and policies that support a unified culture for sustainability embeddedness.",Navigating Sustainability Embeddedness in Management Decision-Making,在管理决策中导航可持续性嵌入,可持续性是商业中的一个重要主题。为了竞争，需要即兴应变的策略，并做出高效且有效的决策，以改善可持续性绩效。尽管管理层显然对此有所了解，但在可持续性在决策中嵌入以及实施方面仍然面临挑战。在本研究中，我们提出了一个隐喻，将可持续性作为管理的支持，采用综合的视角。我们提供了六个可持续性嵌入决策中的前因，这有助于构建和确认理论，并更好地理解当前关于可持续性嵌入的实践，以便制定改善可持续性绩效的策略。上市公司的各级管理人员为本研究提供了丰富的实证数据。通过对案例研究中数据的分析，前因被归纳识别、概念化，并以描述性标签呈现，即：真实的北方目的地——可持续性嵌入的愿景；山——三个障碍；雾——困惑和复杂性；短视——目光短浅；导航必需品——旅程的要求；以及最终的选择团队——选定的利益相关者。研究发现，可持续性嵌入依赖于领导力、战略信息和结构、绩效指标以及支持可持续性嵌入统一文化的政策。,Le Roux和Pretorius（2016）通过对一家上市公司的员工进行案例研究，分析了可持续性在决策中的嵌入性及其实施面临的挑战，提出六个前因因素，强调领导力、战略信息和文化的统一对提升可持续性绩效的重要性。
https://doi.org/10.1117/12.2225273,9829,,982906,https://doi.org/10.1117/12.2225273,2016,RADAR SENSOR TECHNOLOGY XX,"McNamara, Laura A.; Klein, Laura M.","The evolution of exquisitely sensitive Synthetic Aperture Radar (SAR) systems is positioning this technology for use in time-critical environments, such as search-and-rescue missions and improvised explosive device (IED) detection. SAR systems should be playing a keystone role in the United States' Intelligence, Surveillance, and Reconnaissance activities. Yet many in the SAR community see missed opportunities for incorporating SAR into existing remote sensing data collection and analysis challenges. Drawing on several years' of field research with SAR engineering and operational teams, this paper examines the human and organizational factors that mitigate against the adoption and use of SAR for tactical ISR and operational support. We suggest that SAR has a design problem, and that context-sensitive, human and organizational design frameworks are required if the community is to realize SAR's tactical potential.","Context-Sensitive Design and Human Interaction Principles for Usable, Useful, and Adoptable Radars",情境敏感设计与人机交互原则：可用、实用且易于采纳的雷达,精密敏感的合成孔径雷达（SAR）系统的发展正使这一技术适用于时间紧迫的环境，例如搜救任务和简易爆炸装置（IED）探测。SAR 系统应在美国的情报、监视和侦察活动中发挥关键作用。然而，许多 SAR 社区成员认为未能充分利用 SAR 来应对现有遥感数据收集和分析挑战。基于多年与 SAR 工程和操作团队的实地研究，本文探讨了阻碍 SAR 在战术 ISR 和操作支持中采纳与使用的人为和组织因素。我们认为 SAR 存在设计问题，社区需要以情境敏感的、人性化和组织设计框架为基础，以实现 SAR 的战术潜力。,McNamara和Klein（2016）通过多年对SAR工程和操作团队的实地研究，探讨了在战术情报、监视和侦察（ISR）中未能有效采用合成孔径雷达（SAR）的原因，认为SAR存在设计问题，并提出需引入以人和组织为中心的设计框架以实现其战术潜力。
https://doi.org/10.1051/matecconf/20166600003,66,,3,https://doi.org/10.1051/matecconf/20166600003,2016,4TH INTERNATIONAL BUILDING CONTROL CONFERENCE 2016 (IBCC 2016),"Abd Hamid, Abu Baker; Embi, Mohamed Rashid","Building Information Modeling (BIM) is a flourishing device and approach for Architecture, Engineering and Construction (AEC) which assist; the planning, design, constructions and operation with particular to commence the designing in several components of the building, a comprehensive understanding of the activities and needed in all aspects. An aspect of activities and needs is the first step to be analysed in the design and it is the responsibility of professionals' interior designers. To solve the problems, is required to attach with the certain factors such as space planning, specifications fixture, equipment and material, furniture and finishing, lighting fixing and service management. BIM application can provide interior designers such as simulation, analysis, design process and solution with team members. Furthermore, some of the interior designer also using BIM as to organize, documenting data and optimise detail information in solving the problem in the develop process. BIM technology and practices not only to improve the construction and design process development that only the project faster, cost effectively, and prolong but it also helps to increase the capacity of BIM professional by improvise the careers and fields. In the Malaysian context, BIM is still fresh in interior desogn industry.",Review on Application of Building Information Modelling in Interior Design Industry,建筑信息模型在室内设计行业应用的综述,建筑信息模型（BIM）是一种蓬勃发展的建筑、工程和施工（AEC）工具和方法，帮助规划、设计、施工和运营，特别是在建筑多个组件的设计初期，全面理解所有方面所需的活动。活动和需求的一个方面是设计中的首要分析步骤，这也是专业室内设计师的责任。解决问题需要考虑若干因素，如空间规划、设备和材料的规格、家具和装修、照明设备及服务管理。BIM 应用可以为室内设计师提供模拟、分析、设计过程及与团队成员的解决方案。此外，一些室内设计师还使用BIM来组织、记录数据并优化详细信息，以解决开发过程中的问题。BIM技术和实践不仅能提高施工和设计过程的发展，使项目更快速、成本更有效、延续时间更长，而且还通过改善职业和领域来增强BIM专业人员的能力。在马来西亚的背景下，BIM在室内设计行业仍然是一个新兴事物。,Abd Hamid和Abu Baker(2016)基于建筑、工程和施工（AEC）领域分析BIM在室内设计中的应用，强调了空间规划、设备、材料等因素的重要性，发现BIM能够通过模拟和分析优化设计流程，提高项目效率，并促进专业人员的发展。
,,,1062-1065,,2017,"2017 INTERNATIONAL CONFERENCE ON CURRENT TRENDS IN COMPUTER, ELECTRICAL, ELECTRONICS AND COMMUNICATION (CTCEEC)","Tommy, Robin; Sundeep, Gullapudi; Jose, Hima","Web Applications are the better way for an organization to share the resources through the internet, but they often contains bugs which results as the security threat to the organization. For an organization, Information security is a critical aspect. Vulnerability Scanners helps to find the vulnerabilities in the web applications in attacker's perspective. According the Open Web Application Security Project (OWASP) there 23 subcategories of vulnerabilities W. This paper describes about the system which helps to automatically finds and fixes the vulnerabilities present in the web applications using the machine learning. Machine learning helps to improvise the performance of the system using the statistics of the previous results.",Automatic Detection and Correction of Vulnerabilities using Machine Learning,利用机器学习的自动漏洞检测与修复,网络应用程序是组织通过互联网共享资源的更好方式，但它们通常包含漏洞，这会对组织构成安全威胁。对于一个组织来说，信息安全是一个至关重要的方面。漏洞扫描工具有助于从攻击者的角度发现网络应用程序中的漏洞。根据开放互联网应用安全项目（OWASP），存在23个子类别的漏洞。本文描述了一种系统，该系统利用机器学习自动发现并修复网络应用程序中存在的漏洞。机器学习利用先前结果的统计数据来提高系统的性能。,Tommy等人（2017）提出了一种基于机器学习的系统，自动检测和修复网络应用中的安全漏洞。研究使用OWASP的23个漏洞子类别进行分析，旨在提高信息安全性，利用历史结果的统计数据提升系统性能。
https://doi.org/10.1590/s1678-86212017000300170,17,3,183-197,https://doi.org/10.1590/s1678-86212017000300170,2017,Ambiente Construído,"Formoso, Carlos Torres; Sommer, Lucila; Koskela, Lauri; Isatto, Eduardo Luís","Abstract Making-do has been pointed out as an important category of waste in the construction industry. It refers to a situation in which a task starts or continues without having available all the inputs required for its completion, such as materials, machinery, tools, personnel, external conditions, and information. By contrast, the literature points out that improvisation is a ubiquitous human practice even in highly structured business organizations, and plays an important role when rules and methods fail. The aim of this paper is to provide some insights on the nature of making-do as a type of waste, based on two exploratory case studies carried out on construction sites. The main contributions of this research work are concerned with the identification of different categories of making-do and its main causes. This paper also discusses some strategies for reducing making-do on construction sites.",The identification and analysis of making-do waste: insights from two Brazilian construction sites,制作废物的识别与分析：来自两处巴西建筑工地的洞察,摘要 在建筑行业，“凑合”被指出是一个重要的浪费类别。它指的是在没有所有完成任务所需的输入（如材料、机械、工具、人员、外部条件和信息）时，任务开始或继续进行的情况。相对而言，文献指出，即使在高度结构化的商业组织中，即兴发挥也是一种普遍的人类实践，并且在规则和方法失效时扮演着重要角色。本文的目的是基于在建筑工地上进行的两个探索性案例研究，提供关于凑合作为一种浪费类型的本质的一些见解。本研究的主要贡献在于识别出不同类别的凑合及其主要原因。本文还讨论了一些减少建筑工地上凑合现象的策略。,Formoso等（2017）通过对建筑工地进行两个探索性案例研究，探讨了“应付做”的废物性质，识别了不同类别及其主要成因，并讨论了减少建筑工地“应付做”的策略。
